Interaction,Feynman Diagram,Amplitude,Squared Amplitude
t alpha (X)^(*) mu (X) to t beta (X) nu (X),"Vertex V_0:A(X_2), t(X_3), AntiPart  OffShell t(V_0), Vertex V_1:t(X_1), A(X_4),  OffShell t(V_1),",/ * * i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_spi_0_pu_star t_del_7055_pu * * NEG 1/2 p lambda gamma * * * lambda s s gamma_lor_spi gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_spi_3_pu_star t_del_7057_pu + s * NEG 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
t alpha (X)^(*) mu (X) to t beta (X) nu (X),"Vertex V_0:t(X_3), A(X_4), AntiPart  OffShell t(V_0), Vertex V_1:t(X_1), A(X_2),  OffShell t(V_1),",/ * * NEG i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_spi_0_pu_star t_del_7083_pu * * 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_spi_3_pu_star t_del_7085_pu + s * 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
t alpha (X)^(*) mu (X) to t beta (X) AntiPart mu (X),"Vertex V_0:t(X_3), A(X_4), AntiPart  OffShell t(V_0), Vertex V_1:t(X_1), A(X_2),  OffShell t(V_1),",/ * * NEG i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_spi_0_pu_star t_del_7375_pu * * 1/2 p lambda gamma * * * lambda s s gamma_lor_spi gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_spi_3_pu_star t_del_7377_pu + s * 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
t alpha (X)^(*) mu (X) to t beta (X) AntiPart mu (X),"Vertex V_0:A(X_2), t(X_3), AntiPart  OffShell t(V_0), Vertex V_1:t(X_1), A(X_4),  OffShell t(V_1),",/ * * i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_spi_0_pu_star t_del_7409_pu * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_spi_3_pu_star t_del_7411_pu + s * NEG 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
t alpha (X)^(*) AntiPart mu (X) to t del (X) AntiPart nu (X),"Vertex V_0:t(X_3), A(X_4), AntiPart  OffShell t(V_0), Vertex V_1:t(X_1), A(X_2),  OffShell t(V_1),",/ * * NEG i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_del_7695_pu t_spi_0_pu_star * * 1/2 p lambda gamma * * * lambda s s gamma_lor_spi gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_del_7697_pu t_spi_3_pu_star + s * 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
t alpha (X)^(*) AntiPart mu (X) to t del (X) AntiPart nu (X),"Vertex V_0:A(X_2), t(X_3), AntiPart  OffShell t(V_0), Vertex V_1:t(X_1), A(X_4),  OffShell t(V_1),",/ * * i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_del_7729_pu t_spi_0_pu_star * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_del_7731_pu t_spi_3_pu_star + s * NEG 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
AntiPart t eta (X) tau (X) to AntiPart t alpha (X)^(*) mu (X),"Vertex V_1:AntiPart t(X_1), A(X_4), AntiPart  OffShell t(V_1), Vertex V_0:A(X_2), AntiPart t(X_3),  OffShell t(V_0),",/ * * NEG i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_del_8014_pv t_spi_0_pv_star * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi_del gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_del_8016_pv t_spi_3_pv_star + s * NEG 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
AntiPart t eta (X) tau (X) to AntiPart t alpha (X)^(*) mu (X),"Vertex V_0:AntiPart t(X_3), A(X_4),  OffShell t(V_0), Vertex V_1:A(X_2), AntiPart t(X_1), AntiPart  OffShell t(V_1),",/ * * i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_del_8048_pv t_spi_0_pv_star * * 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi_del gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_del_8050_pv t_spi_3_pv_star + s * 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
AntiPart t eta (X) tau (X) to AntiPart t alpha (X)^(*) AntiPart tau (X),"Vertex V_1:AntiPart t(X_3), A(X_4),  OffShell t(V_1), Vertex V_0:A(X_2), AntiPart t(X_1), AntiPart  OffShell t(V_0),",/ * * i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_del_8345_pv t_spi_0_pv_star * * 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_del_8347_pv t_spi_3_pv_star + s * 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
AntiPart t eta (X) tau (X) to AntiPart t alpha (X)^(*) AntiPart tau (X),"Vertex V_0:AntiPart t(X_1), A(X_4), AntiPart  OffShell t(V_0), Vertex V_1:A(X_2), AntiPart t(X_3),  OffShell t(V_1),",/ * * NEG i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_del_8373_pv t_spi_0_pv_star * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_del_8375_pv t_spi_3_pv_star + s * NEG 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
AntiPart t eta (X) AntiPart sigma (X) to AntiPart t eps (X)^(*) AntiPart lambda (X),"Vertex V_0:AntiPart t(X_1), A(X_4), AntiPart  OffShell t(V_0), Vertex V_1:A(X_2), AntiPart t(X_3),  OffShell t(V_1),",/ * * NEG i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_spi_0_pv t_spi_1_pv_star * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_spi_4_pv t_spi_5_pv_star + s * NEG 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
AntiPart t eta (X) AntiPart sigma (X) to AntiPart t eps (X)^(*) AntiPart lambda (X),"Vertex V_1:AntiPart t(X_3), A(X_4),  OffShell t(V_1), Vertex V_0:A(X_2), AntiPart t(X_1), AntiPart  OffShell t(V_0),",/ * * i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_spi_0_pv t_spi_1_pv_star * * 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * t_spi_4_pv t_spi_5_pv_star + s * 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
u eps (X)^(*) AntiPart u eta (X) to e alpha (X) AntiPart e beta (X)^(*),"Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:u(X_1), AntiPart u(X_2),  OffShell A(V_1),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi e_spi_2_pu_star e_spi_3_pv u_spi_1_pu u_spi_0_pv_star + + mass_u_sq s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
u alpha (X)^(*) AntiPart u beta (X) to mu gam (X) AntiPart mu del (X)^(*),"Vertex V_0:mu(X_3), AntiPart mu(X_4),  OffShell A(V_0), Vertex V_1:u(X_1), AntiPart u(X_2),  OffShell A(V_1),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi u_spi_2_pv_star u_spi_3_pu mu_spi_1_pv mu_spi_0_pu_star + + mass_u_sq s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * 8 ^ m_mu_2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
u gam (X)^(*) AntiPart u del (X) to t eps (X) AntiPart t eta (X)^(*),"Vertex V_0:t(X_3), AntiPart t(X_4),  OffShell A(V_0), Vertex V_1:u(X_1), AntiPart u(X_2),  OffShell A(V_1),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del t_spi_2_pu_star t_del_240_pv u_spi_0_pv_star u_spi_1_pu + + mass_u_sq s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
u eps (X)^(*) AntiPart u eta (X) to d alpha (X) AntiPart d beta (X)^(*),"Vertex V_1:d(X_3), AntiPart d(X_4),  OffShell A(V_1), Vertex V_0:u(X_1), AntiPart u(X_2),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s alpha_291 gamma_lor_spi_del d_spi_1_pu_star d_del_320_pv u_alpha_291_pu u_spi_0_pv_star + + mass_u_sq s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
u gam (X)^(*) AntiPart u del (X) to s eps (X) AntiPart s eta (X)^(*),"Vertex V_1:s(X_3), AntiPart s(X_4),  OffShell A(V_1), Vertex V_0:u(X_1), AntiPart u(X_2),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi b_spi s s_star u_spi_1_pu u_spi_0_pv_star + + mass_u_sq s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
u gam (X)^(*) AntiPart u del (X) to tt eps (X) AntiPart tt eta (X)^(*),"Vertex V_1:tt(X_3), AntiPart tt(X_4),  OffShell A(V_1), Vertex V_0:u(X_1), AntiPart u(X_2),  OffShell A(V_0),",+ * * * NEG 2/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del u_spi_1_pu u_spi_0_pv_star tt s_pu_star tt_del_400_pv + + mass_u_sq s * 1/2 reg_prop,* * * 4/81 ^ e_4 + + + + * * 16 ^ 2 ^ m_tt_2 * * 8 ^ m_tt_2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
u eps (X)^(*) AntiPart u eta (X) to c alpha (X) AntiPart c beta (X)^(*),"Vertex V_1:c(X_3), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:u(X_1), AntiPart u(X_2),  OffShell A(V_0),",+ * * * * NEG 2/9 i ^ e_2 gamma_lor_spi alpha_424 gamma / * * * * lor_0 s_del_440 c_spi_0_pu_star c_del_440_pv u_alpha_424_pu u_spi_1_pv_star + + mass_u_sq s * 1/2 reg_prop,* * * 4/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
u gam (X)^(*) AntiPart u del (X) to b eps (X) AntiPart b eta (X)^(*),"Vertex V_1:b(X_3), AntiPart b(X_4),  OffShell A(V_1), Vertex V_0:u(X_1), AntiPart u(X_2),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del b_spi_2_pu_star b_del_480_pv u_spi_1_pu u_spi_0_pv_star + + mass_u_sq s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2
u eps (X)^(*) AntiPart u eta (X) to sigma (X) AntiPart lambda (X),"Vertex V_0:AntiPart u(X_2), A(X_4), AntiPart  OffShell u(V_0), Vertex V_1:u(X_1), A(X_3),  OffShell u(V_1),",/ * * * NEG 4/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * ^ lor_1 p * idx_0 * * ^ lor_0 p * u_spi_0_pu u_spi_1_pv_star * * * NEG 1/2 p_lor_2 gamma_lor_spi gamma * * lor_2 s s gamma_lor_spi_idx_0 * ^ lor_1 p * idx_0 * * ^ lor_0 p * u_spi_4_pu u_spi_5_pv_star + s * NEG 1/2 reg_prop,+ * * * * 16/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * 32/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ 2 + s_s * 2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
u eps (X)^(*) AntiPart u eta (X) to sigma (X) AntiPart lambda (X),"Vertex V_0:AntiPart u(X_2), A(X_3), AntiPart  OffShell u(V_0), Vertex V_1:u(X_1), A(X_4),  OffShell u(V_1),",/ * * * 4/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * ^ lor_1 p * idx_0 * * ^ lor_0 p * u_spi_0_pu u_spi_1_pv_star * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi_idx_0 * ^ lor_1 p * idx_0 * * ^ lor_0 p * u_spi_4_pu u_spi_5_pv_star + s * NEG 1/2 reg_prop,+ * * * * 16/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * 32/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
u gam (X)^(*) d del (X)^(*) to u eps (X) d eta (X),"Vertex V_1:d(X_2), d(X_4),  OffShell A(V_1), Vertex V_0:u(X_1), u(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi d_spi_2_pu_star d_spi_3_pu u_spi_0_pu_star u_spi_1_pu + + mass_u_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
u gam (X)^(*) AntiPart d alpha (X) to u beta (X) AntiPart d gam (X)^(*),"Vertex V_1:AntiPart d(X_2), AntiPart d(X_4),  OffShell A(V_1), Vertex V_0:u(X_1), u(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi d_spi_2_pv d_spi_3_pv_star u_spi_0_pu_star u_spi_1_pu + + mass_u_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart u alpha (X) d beta (X)^(*) to AntiPart u gam (X)^(*) d del (X),"Vertex V_1:d(X_2), d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart u(X_1), AntiPart u(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del d_spi_2_pu_star d_del_1102_pu u_spi_0_pv_star u_spi_1_pv + + mass_u_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart u alpha (X) AntiPart d alpha (X) to AntiPart u beta (X)^(*) AntiPart d gam (X)^(*),"Vertex V_1:AntiPart d(X_2), AntiPart d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart u(X_1), AntiPart u(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi d_spi_2_pv d_spi_3_pv_star u_spi_0_pv_star u_spi_1_pv + + mass_u_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
u gam (X)^(*) s del (X)^(*) to u eps (X) s eta (X),"Vertex V_1:s(X_2), s(X_4),  OffShell A(V_1), Vertex V_0:u(X_1), u(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi s_star s u_spi_0_pu_star u_spi_1_pu + + mass_u_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
u gam (X)^(*) AntiPart s alpha (X) to u beta (X) AntiPart s gam (X)^(*),"Vertex V_1:AntiPart s(X_2), AntiPart s(X_4),  OffShell A(V_1), Vertex V_0:u(X_1), u(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi s_star s u_spi_0_pu_star u_spi_1_pu + + mass_u_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart u alpha (X) s beta (X)^(*) to AntiPart u gam (X)^(*) s del (X),"Vertex V_1:s(X_2), s(X_4),  OffShell A(V_1), Vertex V_0:AntiPart u(X_1), AntiPart u(X_3),  OffShell A(V_0),",+ * * * * 1/9 i ^ e_2 gamma_lor_spi_del gamma / * * * * lor_0 s s s_star s_del_2025_pu u_spi_1_pv u_spi_0_pv_star + + mass_u_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart u alpha (X) AntiPart s alpha (X) to AntiPart u beta (X)^(*) AntiPart s gam (X)^(*),"Vertex V_1:AntiPart s(X_2), AntiPart s(X_4),  OffShell A(V_1), Vertex V_0:AntiPart u(X_1), AntiPart u(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi s_star s u_spi_1_pv u_spi_0_pv_star + + mass_u_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ 2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
u gam (X)^(*) tt del (X)^(*) to u eps (X) tt eta (X),"Vertex V_1:tt(X_2), tt(X_4),  OffShell A(V_1), Vertex V_0:u(X_1), u(X_3),  OffShell A(V_0),",+ * * * NEG 2/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi u_spi_0_pu_star u_spi_1_pu tt s_pu_star tt s_pu + + mass_u_sq NEG s * 1/2 reg_prop,* * * 4/81 ^ e_4 + + + + * * 16 ^ 2 ^ m_tt_2 * * NEG 8 ^ m_tt_2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
u gam (X)^(*) AntiPart tt alpha (X) to u beta (X) AntiPart tt gam (X)^(*),"Vertex V_1:AntiPart tt(X_2), AntiPart tt(X_4),  OffShell A(V_1), Vertex V_0:u(X_1), u(X_3),  OffShell A(V_0),",+ * * * NEG 2/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi u_spi_0_pu_star u_spi_1_pu tt s_pv tt s_pv_star + + mass_u_sq NEG s * 1/2 reg_prop,* * * 4/81 ^ e_4 + + + + * * 16 ^ 2 ^ m_tt_2 * * NEG 8 ^ m_tt_2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart u alpha (X) tt beta (X)^(*) to AntiPart u gam (X)^(*) tt del (X),"Vertex V_1:tt(X_2), tt(X_4),  OffShell A(V_1), Vertex V_0:AntiPart u(X_1), AntiPart u(X_3),  OffShell A(V_0),",+ * * * NEG 2/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del u_spi_1_pv u_spi_0_pv_star tt_del_2960_pu tt s_pu_star + + mass_u_sq NEG s * 1/2 reg_prop,* * * 4/81 ^ e_4 + + + + * * 16 ^ 2 ^ m_tt_2 * * NEG 8 ^ m_tt_2 s_s * * 8 s_s s_s * * NEG 8 ^ 2 s_s * * 8 s_s s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2
