Interaction,Feynman Diagram,Amplitude,Squared Amplitude,domain
AntiPart t eps (X) b tau (X) to AntiPart t eta (X)^(*) AntiPart c rho (X),"Vertex V_1:AntiPart t(X_1), AntiPart t(X_3),  OffShell G(V_1), Vertex V_0:G(X_2), G(X_4),  OffShell G(V_0),",/ * * 1/2 g + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + * * * * * * i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_3 T_2_col_col_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star t_col_idx_3_spi_pv_t_col_idx_2_spi_pv_star * * * * * * NEG i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_3 T_2_col_col_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star t_col_idx_3_spi_pv_t_col_idx_2_spi_pv_star * * * * * * NEG i g p_lor gamma_lor_spi T_2_col_col_idx_idx_3 T_2_col_idx_idx_3_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star t_col_idx_3_spi_pv_t_col_idx_2_spi_pv_star * * * * * * i g p_lor gamma_lor_spi T_2_col_col_idx_idx_3 T_2_col_idx_idx_3_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star t_col_idx_3_spi_pv_t_col_idx_2_spi_pv_star * * * * * * * NEG 2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_3 T_2_col_col_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star t_col_idx_3_spi_pv_t_col_idx_2_spi_pv_star * * * * * * * 2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_3 T_2_col_col_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star t_col_idx_3_spi_pv_t_col_idx_2_spi_pv_star * * * * * * * 2 i g p_lor gamma_lor_spi T_2_col_col_idx_idx_3 T_2_col_idx_idx_3_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star t_col_idx_3_spi_pv_t_col_idx_2_spi_pv_star * * * * * * * NEG 2 i g p_lor gamma_lor_spi T_2_col_col_idx_idx_3 T_2_col_idx_idx_3_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star t_col_idx_3_spi_pv_t_col_idx_2_spi_pv_star * * * * * * i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_3 T_2_col_col_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star t_col_idx_3_spi_pv_t_col_idx_2_spi_pv_star * * * * * * NEG i g p_lor gamma_lor_spi T_2_col_col_idx_idx_3 T_2_col_idx_idx_3_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star t_col_idx_3_spi_pv_t_col_idx_2_spi_pv_star * * * NEG 2 i g p * * * * * lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_3 T_2_col_col_idx_idx_3_idx_6_col_lor p_idx_6_col_col * * lor p_star t_col_idx_3_spi_pv_t_col_idx_2_spi_pv_star * * * 2 i g p * * * * * lor gamma_lor_spi T_2_col_col_idx_idx_3 T_2_col_idx_idx_3_idx_idx_3_idx_6_col_lor p_idx_6_col_col * * lor p_star t_col_idx_3_spi_pv_t_col_idx_2_spi_pv_star * * * * * * i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_3 T_2_col_col_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star t_col_idx_3_spi_pv_t_col_idx_2_spi_pv_star * * * * * * NEG i g p_lor gamma_lor_spi T_2_col_col_idx_idx_3 T_2_col_idx_idx_3_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star t_col_idx_3_spi_pv_t_col_idx_2_spi_pv_star + + mass_t_sq NEG s * 1/2 reg_prop,+ + + + + * * * NEG 1/2304 ^ g_4 + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * NEG 1/2304 i ^ g_2 + + + + / * * * i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 1024 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 1024 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 576 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 4/9 i ^ g_2 + + / * * * i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 1/1024 i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 1/2 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/2304 i ^ g_2 + + / * * i ^ g_2 + + * + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 + ^ 2 * NEG 1/2 s_s * * 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * NEG i ^ g_2 + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 2 i ^ g_2 + + * ^ 2 + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 s_s + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 7/18 i ^ g_2 + + + + + + + / * * * i ^ g_2 ^ 2 + ^ 2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 16/7 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 1/448 i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 9/7 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/112 i ^ g_2 + + + * ^ 2 + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 s_s + ^ 2 * NEG 1/2 s_s * * 128 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 1/224 i ^ g_2 + + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 1024 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 8/7 i ^ g_2 + * s_s * * 7/16 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * NEG i ^ g_2 + + + + * ^ 2 + ^ 2 s_s * * NEG 1/448 + * 128 ^ 2 * NEG 64 s_s * * 16/7 + ^ 2 * NEG 1/2 s_s * * NEG 1/7 s_s * * 1/2 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 7/18 i ^ g_2 + + + + + + + + / * * * i ^ g_2 ^ 2 + ^ 2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 1/448 i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 16/7 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 1/448 i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 16/7 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 17/7 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/224 i ^ g_2 + + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 1024 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * NEG i ^ g_2 + * ^ 2 + ^ 2 s_s * * 1/2 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/7 i ^ g_2 + * s_s * * NEG 7/2 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop,qcd
d eps (X)^(*) AntiPart d eta (X) to sigma (X) AntiPart lambda (X),"Vertex V_0:AntiPart d(X_2), A(X_3), AntiPart  OffShell d(V_0), Vertex V_1:d(X_1), A(X_4),  OffShell d(V_1),",/ * * * 1/9 i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * ^ lor_1 p * d_spi_0_pv_star d_spi_1_pu * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * ^ lor_1 p * d_spi_4_pv_star d_spi_5_pu + s * NEG 1/2 reg_prop,+ * * * * 1/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * 2/81 i ^ e_2 + / * * * i ^ e_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ 2 + * 16 s_s * 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop,qed
u alpha (X)^(*) b nu (X) to u beta (X) c rho (X),"Vertex V_0:u(X_3), G(X_4), AntiPart  OffShell u(V_0), Vertex V_1:u(X_1), G(X_2),  OffShell u(V_1),",/ * * NEG i ^ g_2 + + + + + + * * * * p_lor gamma_lor_spi_col T_2_col_idx_1_idx_idx_3 T_2_col_idx_idx_3_idx_1_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_1_del_col_pu_u_col_idx_1_spi_pu_star * * * * 1/2 p_lor gamma_lor_spi_col gamma_lor_spi gamma * * * lor_spi_spi T_2_col_idx_1_idx_idx_3 T_2_col_idx_idx_3_idx_1_idx_6_col * lor p_idx_6_col_col * * lor p_star u_col_idx_1_del_col_pu_u_col_idx_1_spi_pu_star + s * 1/2 reg_prop,+ * * * * 4/9 ^ g_4 s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 8/9 i ^ g_2 + / * * * i ^ g_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ g_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop,qcd
b alpha (X)^(*) AntiPart b beta (X) to mu gam (X) AntiPart mu del (X)^(*),"Vertex V_0:mu(X_3), AntiPart mu(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart b(X_2),  OffShell A(V_1),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi b_spi_2_pu b_spi_3_pv_star mu_spi_1_pv mu_spi_0_pu_star + + mass_b_sq s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * 8 ^ m_mu_2 s_s * * 8 s_s s_s * * 8 s_s s_s * * 8 ^ 2 s_s ^ + + ^ 2 s_s * 1/2 reg_prop NEG 2,qed
b eps (X)^(*) AntiPart g sigma (X) to b eta (X) AntiPart h lambda (X),"Vertex V_1:b(X_3), G(X_4), AntiPart  OffShell b(V_1), Vertex V_0:b(X_1), G(X_2),  OffShell b(V_0),",/ * * NEG i ^ g_2 + + + + + + * * * * p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_4 T_2_col_idx_idx_7_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_col_idx_7_spi_pu_star_col_idx_4_spi_pu * * 1/2 p_lor gamma * * * * * lor_spi_spi gamma_lor_spi gamma_lor_spi T_2_col_idx_idx_3_idx_idx_4 T_2_col_idx_idx_7_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col * * lor p_col_idx_7_spi_pu_star_col_idx_4_spi_pu + s * 1/2 reg_prop,+ * * * * 4/9 ^ g_4 s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 8/9 i ^ g_2 + / * * * i ^ g_2 ^ 2 + ^ 2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ g_2 ^ 2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop,qcd
tt alpha (X)^(*) b beta (X)^(*) to tt gam (X) b del (X),"Vertex V_1:b(X_2), b(X_4),  OffShell A(V_1), Vertex V_0:tt(X_1), tt(X_3),  OffShell A(V_0),",+ * * * 1/9 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del b_del_2463_pu b_spi_2_pu_star tt s_pu tt s_pu_star + + mass_tt_sq NEG s * 1/2 reg_prop,* * * 1/81 ^ e_4 + + + + * * 16 ^ 2 ^ m_tt_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_tt_2 s_s * * 8 s_s s_s ^ + + ^ m_tt_2 NEG s_s * 1/2 reg_prop NEG 2,qed
AntiPart mu gam (X) AntiPart b gam (X) to AntiPart mu del (X)^(*) AntiPart b eps (X)^(*),"Vertex V_1:AntiPart b(X_2), AntiPart b(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s alpha_6859 gamma_lor_spi_del b_del_6428_pv b_spi_1_pv_star mu_spi_0_pv_star mu_alpha_6859_pv + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2,qed
sigma (X) AntiPart lambda (X) to tt alpha (X) AntiPart tt beta (X)^(*),"Vertex V_0:A(X_2), tt(X_3), AntiPart  OffShell tt(V_0), Vertex V_1:A(X_1), AntiPart tt(X_4),  OffShell tt(V_1),",/ * * * NEG 2/9 i ^ e_2 + + + + + + * p_lor_0 gamma * * * lor_0 s s gamma_lor_spi gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * lor_2 p tt s_pu_star tt_del_1298_pv * * * NEG 2 p_lor_1 gamma_lor_spi_del_idx_0 * lor_1 p_idx_0 * * lor_2 p tt s_pu_star tt_del_1303_pv + s * NEG 1/2 reg_prop,+ * * * * 32/81 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4/81 i ^ e_2 + / * * * i ^ e_2 ^ m_tt_2 + * 16 s_s * 8 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 16 i ^ e_2 ^ m_tt_2 + ^ m_tt_2 * 1/2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop,qed
s gam (X)^(*) AntiPart c mu (X) to s beta (X) AntiPart d nu (X),"Vertex V_1:s(X_3), s(X_1),  OffShell G(V_1), Vertex V_0:G(X_2), G(X_4),  OffShell G(V_0),",/ * g + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + + * * * * * * i g p_lor gamma_lor_spi T_2_col_idx_idx_6_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col * lor p_idx_6_col_col * * lor p_star s s * * * * * * NEG i g p_lor gamma_lor_spi T_2_col_idx_idx_6_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col * lor p_idx_6_col_col * * lor p_star s s * * * * * * NEG i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star s s * * * * * * i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star s s * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_6_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col * lor p_idx_6_col_col * * lor p_star s s * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_6_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col * lor p_idx_6_col_col * * lor p_star s s * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star s s * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star s s * * i g p * * * * * lor gamma_lor_spi T_2_col_idx_idx_6_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col_lor p_idx_6_col_col * * lor p_star s s * * NEG i g p * * * * * lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col_lor p_idx_6_col_col * * lor p_star s s * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_6_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col * lor p_idx_6_col_col * * lor p_star s s * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star s s * * * * * * * NEG 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_6_idx_idx_3 T_2_col_idx_idx_3_idx_idx_7_idx_6_col * lor p_idx_6_col_col * * lor p_star s s * * * * * * * 1/2 i g p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_7 T_2_col_idx_idx_6_idx_idx_3_idx_6_col * lor p_idx_6_col_col * * lor p_star s s + + mass_s_sq NEG s * 1/2 reg_prop,+ + + + + * * * NEG 1/2304 ^ g_4 + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * NEG 1/2304 i ^ g_2 + + + + / * * * i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 1024 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 1024 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 576 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 4/9 i ^ g_2 + + / * * * i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 1/1024 i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 1/2 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/2304 i ^ g_2 + + / * * i ^ g_2 + + * + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 + ^ 2 * NEG 1/2 s_s * * 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * NEG i ^ g_2 + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 2 i ^ g_2 + + * ^ 2 + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 s_s + ^ 2 * NEG 1/2 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 7/18 i ^ g_2 + + + + + + + / * * * i ^ g_2 ^ 2 + ^ 2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 16/7 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 1/448 i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 9/7 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/112 i ^ g_2 + + + * ^ 2 + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 s_s + ^ 2 * NEG 1/2 s_s * * 128 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 1/224 i ^ g_2 + + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 1024 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 8/7 i ^ g_2 + * s_s * * 7/16 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * NEG i ^ g_2 + + + + * ^ 2 + ^ 2 s_s * * NEG 1/448 + * 128 ^ 2 * NEG 64 s_s * * 16/7 + ^ 2 * NEG 1/2 s_s * * NEG 1/7 s_s * * 1/2 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 7/18 i ^ g_2 + + + + + + + + / * * * i ^ g_2 ^ 2 + ^ 2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 1/448 i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 16/7 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 1/448 i ^ g_2 + * 128 ^ 2 * NEG 64 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * 16/7 i ^ g_2 + ^ 2 * NEG 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * * NEG 17/7 i ^ g_2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/224 i ^ g_2 + + + * s_s + * 128 ^ 2 * NEG 64 s_s * * NEG 1024 ^ 2 + ^ 2 * NEG 1/2 s_s * * NEG 1024 s_s * * NEG 224 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * NEG i ^ g_2 + * ^ 2 + ^ 2 s_s * * 1/2 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * NEG 1/7 i ^ g_2 + * s_s * * NEG 7/2 ^ 2 + s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop,qcd
d gam (X)^(*) AntiPart b alpha (X) to d beta (X) AntiPart b gam (X)^(*),"Vertex V_1:AntiPart b(X_2), AntiPart b(X_4),  OffShell G(V_1), Vertex V_0:d(X_1), d(X_3),  OffShell G(V_0),",+ * * * 1/12 i ^ g_2 gamma / * * lor_spi_spi gamma_lor_spi + * * * idx_5_spi_pv_star_col_idx_5_spi_pv_d_col_idx_4_spi_pu_d_col_idx_4_spi_pu_star * * * * NEG 3 idx_6_spi_pv_star_col_idx_4_spi_pv_d_col_idx_6_spi_pu_d_col_idx_4_spi_pu_star + + mass_d_sq NEG s * 1/2 reg_prop,+ * * * NEG 1/16 ^ g_4 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s ^ + + ^ 2 NEG s_s * 1/2 reg_prop NEG 2 / * * * 1/144 i ^ g_2 + / * * i ^ g_2 + + + + * * NEG 16 ^ 2 ^ 2 * * 8 ^ 2 s_s * * NEG 8 s_s * * 8 ^ 2 s_s * * NEG 8 s_s + + ^ 2 NEG s_s * 1/2 reg_prop / * * * 32 i ^ g_2 + + + + * ^ 2 ^ 2 * * NEG 1/2 ^ 2 s_s * * 1/2 s_s * * NEG 1/2 ^ 2 s_s * * 1/2 s_s + + ^ 2 NEG s_s * 1/2 reg_prop + + ^ 2 NEG s_s * 1/2 reg_prop,qcd
t eps (X)^(*) AntiPart t eta (X) to b lambda (X) AntiPart c tau (X),"Vertex V_0:AntiPart t(X_2), G(X_3), AntiPart  OffShell t(V_0), Vertex V_1:t(X_1), G(X_4),  OffShell t(V_1),",/ * * i ^ g_2 + + + + + + * * * * p_lor gamma_lor_spi T_2_col_idx_idx_3_col T_2_col_idx_idx_3_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star t_idx_3_spi_pv_star t_col_idx_2_spi_pu * * * * NEG 1/2 p_lor gamma_lor_spi gamma_lor_spi gamma * * * lor_spi_spi T_2_col_idx_idx_3_col T_2_col_idx_idx_3_idx_idx_3_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star t_idx_3_spi_pv_star t_col_idx_2_spi_pu + s * NEG 1/2 reg_prop,+ * * * * 16/27 ^ g_4 s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * 32/27 i ^ g_2 + / * * * i ^ g_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ g_2 ^ 2 + * 16 s_s * 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop,qcd
u eps (X)^(*) AntiPart u eta (X) to b lambda (X) AntiPart c tau (X),"Vertex V_0:AntiPart u(X_2), G(X_4), AntiPart  OffShell u(V_0), Vertex V_1:u(X_1), G(X_3),  OffShell u(V_1),",/ * * NEG i ^ g_2 + + + + + + * * * * p_lor gamma_lor_spi T_2_col_idx_idx_3_idx_idx_3 T_2_col_idx_idx_3_col_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star u_col_idx_2_spi_pu_u_idx_3_spi_pv_star * * NEG 1/2 p_lor gamma * * * * * lor_spi_spi gamma_lor_spi gamma_lor_spi T_2_col_idx_idx_3_idx_idx_3 T_2_col_idx_idx_3_col_idx_6_col_col * lor p_star_idx_6_col_col * * lor p_star u_col_idx_2_spi_pu_u_idx_3_spi_pv_star + s * NEG 1/2 reg_prop,+ * * * * 16/27 ^ g_4 s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * 32/27 i ^ g_2 + / * * * i ^ g_2 ^ 2 + ^ 2 * 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/2 i ^ g_2 ^ 2 + s_s * 2 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop,qcd
